sample_id	sample_file	batch
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_19_GB20	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_19_GB20	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_20_GB21	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_20_GB21	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_21_GC2	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_21_GC2	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_23_GC4	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_23_GC4	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_24_GC5	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_24_GC5	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_25_GC6	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_25_GC6	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_26_GC7	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_26_GC7	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_27_GC8	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_27_GC8	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_28_GC9	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_28_GC9	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_29_GC10	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_29_GC10	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_30_GC11	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_30_GC11	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_31_GC12	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_31_GC12	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_32_GC13	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_32_GC13	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_33_GC14	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_33_GC14	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_34_GC15	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_34_GC15	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_35_GC16	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_35_GC16	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_36_GC17	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_36_GC17	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_37_GC18	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_37_GC18	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_38_GC19	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_38_GC19	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_39_GC20	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_39_GC20	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_40_GC21	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_40_GC21	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_41_GD2	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_41_GD2	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_42_GD3	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_42_GD3	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_43_GD4	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_43_GD4	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_44_GD5	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_44_GD5	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_45_GD6	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_45_GD6	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_46_GD7	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_46_GD7	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_47_GD8	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_47_GD8	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_48_GD9	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_48_GD9	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_49_GD10	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_49_GD10	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_50_GD11	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_50_GD11	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_51_GD12	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_51_GD12	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_52_GD13	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_52_GD13	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_53_GD14	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_53_GD14	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_54_GD15	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_54_GD15	2
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_55_GD16	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_55_GD16	2
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_01_RE3	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_01_RE3	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_02_RE5	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_02_RE5	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_500x_05_RE9	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_500x_05_RE9	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_01_RB2	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_01_RB2	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_02_RB3	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_02_RB3	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_03_RB4	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_03_RB4	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_04_RB5	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_04_RB5	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_05_RB6	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_05_RB6	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_06_RB7	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_06_RB7	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_07_RB8	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_07_RB8	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_08_RB9	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_08_RB9	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_09_RB10	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_09_RB10	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_10_RB11	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_10_RB11	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_11_RB12	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_11_RB12	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_12_RB13	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_12_RB13	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_13_RB14	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_13_RB14	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_14_RB15	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_14_RB15	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_15_RB16	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_15_RB16	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_16_RB17	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_16_RB17	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_17_RB18	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_17_RB18	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_18_RB19	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_18_RB19	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_19_RB20	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_19_RB20	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_20_RB21	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_20_RB21	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_21_RC2	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_21_RC2	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_22_RC3	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_22_RC3	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_23_RC4	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_23_RC4	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_24_RC5	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_24_RC5	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_25_RC6	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_25_RC6	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_26_RC7	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_26_RC7	3
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_27_RC8	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_27_RC8	3
